"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US130670303691","Block Group 1, Census Tract 303.69, Cobb County, Georgia","629","null","301","null","13","null","21","null","0","14","null","null","0","null","14","null","0","null","14","null","13","null","19","null","0","null","14","null","0","14","null","null","46","null","69","null","0","null","14","null","14","22","null","null","12","null","19","null","30","null","35","null","42","null","39","null","13","null","22","null","224","null","276","null","222","75","null","null",
"1500000US130670303692","Block Group 2, Census Tract 303.69, Cobb County, Georgia","521","null","95","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","14","23","null","null","0","null","14","null","14","null","24","null","52","null","42","null","72","null","57","null","91","null","74","null","278","126","null","null",
"1500000US130670303701","Block Group 1, Census Tract 303.70, Cobb County, Georgia","485","null","101","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","59","60","null","null","54","null","47","null","77","null","50","null","0","null","14","null","0","null","14","null","115","null","49","null","180","85","null","null",
"1500000US130670303702","Block Group 2, Census Tract 303.70, Cobb County, Georgia","636","null","340","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","15","26","null","null","0","null","14","null","0","null","14","null","13","20","null","null","26","null","32","null","10","null","17","null","46","null","45","null","53","null","49","null","95","null","59","null","378","325","null","null",
"1500000US130670303703","Block Group 3, Census Tract 303.70, Cobb County, Georgia","300","null","93","null","0","null","14","null","0","14","null","null","0","null","14","null","12","null","21","null","0","null","14","null","39","null","56","null","0","14","null","null","14","null","23","null","0","null","14","null","0","14","null","null","22","null","35","null","0","null","14","null","13","null","19","null","0","null","14","null","0","null","14","null","200","86","null","null",
"1500000US130670304051","Block Group 1, Census Tract 304.05, Cobb County, Georgia","624","null","223","null","20","null","33","null","0","14","null","null","16","null","26","null","0","null","14","null","0","null","14","null","35","null","42","null","14","23","null","null","153","null","173","null","55","null","84","null","16","26","null","null","117","null","98","null","111","null","105","null","0","null","14","null","47","null","72","null","40","null","55","null","0","14","null","null",
"1500000US130670304052","Block Group 2, Census Tract 304.05, Cobb County, Georgia","370","null","109","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","80","71","null","null","89","null","82","null","0","null","14","null","49","59","null","null","120","null","111","null","32","null","39","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130670304053","Block Group 3, Census Tract 304.05, Cobb County, Georgia","482","null","127","null","0","null","14","null","23","29","null","null","34","null","55","null","91","null","89","null","0","null","14","null","59","null","72","null","15","25","null","null","0","null","14","null","0","null","14","null","0","14","null","null","42","null","49","null","110","null","66","null","103","null","77","null","0","null","14","null","0","null","14","null","5","9","null","null",
"1500000US130670304054","Block Group 4, Census Tract 304.05, Cobb County, Georgia","497","null","199","null","80","null","131","null","10","17","null","null","0","null","14","null","46","null","59","null","0","null","14","null","33","null","55","null","20","32","null","null","15","null","25","null","12","null","22","null","76","82","null","null","100","null","94","null","41","null","55","null","53","null","63","null","0","null","14","null","11","null","19","null","0","14","null","null",
"1500000US130670304055","Block Group 5, Census Tract 304.05, Cobb County, Georgia","913","null","197","null","15","null","26","null","0","14","null","null","16","null","27","null","12","null","23","null","32","null","38","null","15","null","23","null","65","62","null","null","46","null","68","null","20","null","32","null","124","88","null","null","57","null","47","null","186","null","148","null","123","null","109","null","46","null","41","null","126","null","101","null","30","44","null","null",
"1500000US130670304071","Block Group 1, Census Tract 304.07, Cobb County, Georgia","955","null","348","null","0","null","14","null","0","14","null","null","28","null","34","null","0","null","14","null","0","null","14","null","7","null","12","null","0","14","null","null","37","null","42","null","27","null","27","null","7","12","null","null","22","null","22","null","204","null","272","null","76","null","62","null","94","null","53","null","74","null","43","null","379","199","null","null",
"1500000US130670304072","Block Group 2, Census Tract 304.07, Cobb County, Georgia","482","null","147","null","10","null","16","null","0","14","null","null","42","null","41","null","35","null","35","null","58","null","57","null","0","null","14","null","0","14","null","null","25","null","42","null","0","null","14","null","74","60","null","null","0","null","14","null","106","null","110","null","9","null","14","null","29","null","33","null","13","null","20","null","81","62","null","null",
"1500000US130670304073","Block Group 3, Census Tract 304.07, Cobb County, Georgia","811","null","130","null","7","null","11","null","32","35","null","null","49","null","57","null","21","null","25","null","90","null","63","null","21","null","31","null","43","50","null","null","18","null","23","null","19","null","22","null","42","30","null","null","38","null","34","null","121","null","77","null","97","null","58","null","37","null","32","null","137","null","79","null","39","36","null","null",
"1500000US130670304081","Block Group 1, Census Tract 304.08, Cobb County, Georgia","697","null","118","null","37","null","42","null","9","14","null","null","0","null","14","null","12","null","19","null","0","null","14","null","23","null","26","null","13","20","null","null","17","null","29","null","23","null","25","null","38","38","null","null","50","null","63","null","103","null","66","null","116","null","71","null","107","null","82","null","74","null","44","null","75","40","null","null",
"1500000US130670304082","Block Group 2, Census Tract 304.08, Cobb County, Georgia","542","null","99","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","46","null","48","null","25","null","20","null","14","20","null","null","18","null","29","null","11","null","19","null","46","34","null","null","21","null","25","null","114","null","66","null","46","null","30","null","47","null","37","null","71","null","41","null","83","44","null","null",
"1500000US130670304091","Block Group 1, Census Tract 304.09, Cobb County, Georgia","730","null","124","null","10","null","16","null","0","14","null","null","0","null","14","null","16","null","31","null","10","null","15","null","29","null","32","null","10","17","null","null","9","null","14","null","8","null","13","null","10","16","null","null","76","null","64","null","113","null","73","null","147","null","100","null","61","null","39","null","54","null","33","null","177","63","null","null",
